Id,SalePrice
335,146769.21279638808
337,158577.4760121386
342,118744.8232450265
343,181709.40702929313
347,171690.86070364327
350,335047.34901154705
352,202979.10906380878
358,210447.25926280924
359,179229.72323160226
360,153671.85275649623
368,299800.73202876665
369,265122.54279956373
373,192424.40503280994
377,249140.95931715908
383,197192.31082797036
386,220627.25292594382
387,230361.06789028426
390,170350.77390025006
391,146395.60024825204
395,160606.1414591024
397,133868.38074054552
398,116513.80965827456
401,118736.66538164936
404,113557.10174033188
408,117887.95117811288
409,121436.73466528737
410,138996.251877955
418,108723.11025930598
422,443246.80643035925
427,353477.81017753464
431,386121.91911534045
433,479579.40051465295
437,358635.87623166677
438,272372.14033014694
442,362649.0817373219
447,204299.29319324676
459,335482.1902978672
460,289518.9071570794
464,185706.3420107512
465,189119.164143367
467,187994.13967248602
468,198501.2799613485
474,165269.41240937542
480,195838.72430947976
481,202351.47241348797
483,200838.17212875636
488,184689.62625838397
492,200611.35537763586
494,178851.9289294096
499,308313.3119618113
500,264470.0362627583
501,319955.42453432415
503,248390.20332761668
506,244306.43077534015
508,244550.9258472264
511,271404.7509663647
515,226397.81506664224
519,212542.5514055505
521,251347.0082749796
530,229015.04505327973
532,223636.1999772898
534,188150.19994791143
540,179321.15594159378
541,138887.5584284105
551,156734.30768198802
552,171115.68317331513
554,82680.4923261321
555,119978.85493669688
556,133096.5283275902
557,127740.73507305622
565,233289.48283891127
566,257028.62783330382
567,145440.0374175429
569,204030.19127014084
570,190268.26488620148
574,209526.20685388445
575,332544.23128089774
576,200316.7216580646
577,208531.31153533194
578,206525.5872389279
583,228298.76567835856
584,225710.7230624658
585,160051.79696683452
587,200881.68689884056
593,219666.81278870968
597,215120.54166730007
598,169300.90809995492
599,172267.7383032885
600,122709.68219874737
605,150391.17273283761
607,172714.22555392707
608,166774.46416515604
611,171548.6878901365
616,105279.66962091575
625,181467.77119485024
629,156314.49480519636
630,105030.97453806287
631,142768.71088347904
640,204673.92928592494
642,158616.56272613935
643,140376.57988180366
646,114968.77095906713
647,143653.0227567077
655,74939.28590805449
659,111042.56404177511
663,59216.16170741324
665,96006.6810591971
667,203300.8665654899
673,155146.32252080276
676,127331.20258573885
680,141840.94386449258
682,114647.63081702331
687,138991.80123854728
688,153777.45168624568
692,125119.04012876988
693,111566.9682050936
695,150458.2962075941
697,119503.62496637367
700,110650.57906124639
702,138554.7140589099
703,166587.58448420046
704,111669.20496189763
712,104909.81944400808
713,58456.055217674366
717,230671.202470038
720,184969.28473536827
721,49037.23875550633
726,152666.26320213833
733,106068.39236573735
736,131191.40844934154
738,88370.27789281141
741,128765.25923074155
743,13434.251219757833
745,97654.11965000514
750,159367.81238904558
756,88896.78999348973
757,119705.98394513011
758,128903.68203360285
760,88576.76185603409
765,133136.5070159383
775,132269.3316959175
776,132131.21034052494
780,147752.75522501947
783,259346.54673411988
790,115900.67531853367
795,80612.75123060493
796,121266.3199609537
797,135526.04991730547
798,100033.57957863204
804,209389.03070527592
805,229724.79478945181
806,238412.22976564418
808,109894.73864304752
814,155392.48400546957
818,300989.3093726236
821,297821.87965287484
822,356766.50851330796
825,304586.88870122354
827,244057.27366134519
830,206213.78865446112
834,260786.6715170705
835,218711.19951496748
842,141587.81954101604
845,212662.8531494897
852,216851.48844265888
857,144135.87240425957
858,156099.58044797336
859,135597.72940178288
860,133431.51645268756
861,120628.00899789395
864,251743.53549754096
868,191781.44122302823
869,206876.6678713164
872,299511.0856798331
873,231372.76480093485
885,110208.80861032818
890,111015.9633866103
895,98396.66480269936
899,67619.62666326493
906,108609.40840457346
918,145432.95402302925
923,164790.28919954807
925,121971.34368462334
927,137011.75301889895
932,216523.59006091725
933,113516.15275166201
934,127738.64294369998
942,86951.64009171378
947,255848.62733046955
948,302978.74194932816
951,151483.0440802696
957,392012.8314789238
958,347245.84218413814
959,238053.47852742366
963,192928.71440700674
967,213324.22164578148
968,377732.1367932318
971,137769.44115578776
972,185076.38672110002
976,80542.05114960087
978,54924.43670160459
979,95060.43058960506
984,116196.24617730155
986,150074.1462939794
991,220370.67099256947
996,213638.29336589685
1001,237536.8509498768
1007,193036.59715962183
1008,184048.51046542576
1009,202587.75905359062
1014,143623.60404995285
1022,218812.02716335782
1024,176122.16684205618
1027,137595.33099089417
1030,164812.35265136784
1032,153435.0943250457
1035,163391.2364485763
1042,115074.47280608599
1047,137668.7291560769
1050,95175.06327199016
1055,281738.8631665051
1059,402874.40234581113
1061,371277.50171750295
1064,489538.19182766636
1077,200971.98521644511
1081,236627.45197827453
1092,209983.81951933148
1093,197545.4153966991
1095,215747.00638226888
1099,266249.07619069656
1101,277221.61414774234
1103,308386.8192168716
1109,254715.49600837962
1112,226116.51400002936
1113,234151.5262079171
1114,258992.3484819394
1116,234016.25206006403
1117,223882.97262629133
1119,266127.0003061353
1121,207482.00841461588
1122,211750.17126773085
1125,271703.2082405513
1137,176847.7734703174
1142,215175.03621822005
1144,195199.3727762961
1145,193882.21480288228
1147,190173.27899460375
1148,202160.59476354488
1149,159511.29356774592
1150,127241.28663122327
1153,98327.30381807048
1154,87344.58633053969
1159,333197.6317827909
1161,158075.26654909516
1167,160616.2419951672
1171,262555.9904451313
1174,169774.19433736705
1188,201567.00256772322
1189,168550.0754876937
1191,146058.47200101416
1195,147050.9689759617
1199,171910.72788639902
1201,217295.67644389038
1204,197007.8685089798
1211,154429.2908147964
1214,180110.68493237742
1219,145033.87456109168
1220,64615.47998373704
1227,194431.53706059614
1229,228814.3233821991
1231,134965.87082534377
1234,220285.636939152
1235,132085.53550273483
1239,188358.91381874177
1240,162548.05128771768
1241,186967.00105623604
1246,98815.26538771203
1249,150368.10622185416
1250,134559.2652502449
1252,110887.68534606374
1259,147440.20401831585
1267,109413.41339016007
1269,93014.2438524382
1270,105480.25449165305
1272,104796.34498103608
1274,143030.13412089497
1276,126924.32513135046
1279,143575.43951438673
1281,169832.11757861712
1286,167478.32797945064
1287,129765.65964729054
1290,65967.97974628916
1291,134686.92286629038
1297,140418.8133812178
1302,149445.10539714273
1303,41532.92718146599
1312,88748.210418904
1315,138975.12272527843
1322,35403.166105433775
1327,102670.52794828577
1331,126947.14773258154
1333,113957.53818407211
1334,119942.13414786522
1336,127602.6729889166
1341,123877.25163776867
1344,78351.8557323403
1347,133891.15020520822
1348,159355.42453437147
1353,163776.19095341867
1355,126874.03742393837
1356,124698.31609307337
1357,172529.08071849568
1361,138381.9639132985
1364,123583.38959346464
1368,110688.00048113667
1369,99833.2512711802
1371,131607.7284738495
1373,129571.08232978798
1374,120449.0949211054
1387,111127.3427944505
1388,95892.01838069882
1392,164369.9361093177
1394,111113.20145268056
1406,164039.55659048475
1407,232213.9772402198
1408,216157.59682621306
1409,168579.30578238954
1411,207490.1068005015
1412,122184.45931733839
1413,151493.0729152018
1414,124322.16127856536
1425,239688.77880762826
1430,206250.61053823214
1431,214705.16012210472
1435,224091.57529292486
1441,223457.96533701287
1444,216421.30954856862
1445,129719.74101502667
1446,144806.42403467247
1452,125507.96854560074
1453,130094.37848810237
1456,233404.4550586781
1457,231822.27454263694
1460,271234.7717763912
1463,248437.29004914477
1468,219444.21274882107
1471,223250.51151139537
1474,212250.1972451615
1475,194863.6704015446
1476,216216.31872511457
1478,221322.9872434396
1482,156836.86492845666
1483,162163.6937636195
1484,158012.34388093787
1485,164957.99966786816
1496,170631.73608096509
1497,161417.0848469403
1500,128654.70758356247
1506,144389.11413667488
1507,107022.54062866043
1509,122394.20734598098
1510,141265.20490840546
1513,118970.23246218034
1517,142285.08455446234
1518,176124.45939709092
1523,185027.71432904067
1524,141671.28364228725
1526,142456.14223618622
1529,191984.87731070546
1531,134665.11295704503
1535,123496.80434455938
1536,149850.85918245537
1538,321812.0820648137
1540,238831.42906064648
1543,123263.76309111495
1545,117398.28535481972
1546,125240.2900700265
1557,93962.83299036787
1558,90051.20301500482
1559,54817.09931590743
1563,286659.8684055025
1568,169973.72097558138
1571,301816.1032613258
1578,149187.65461662327
1579,217559.38848165295
1584,264798.2950310355
1586,303578.5286014419
1604,121826.64766250065
1606,161014.52550733552
1610,149260.7539707377
1611,87234.783997389
1618,169418.00502379192
1623,201308.5868063895
1624,181816.9158800365
1628,165453.6789661528
1633,203727.61970164257
1645,162009.41377617908
1649,226664.56832594055
1652,136329.22943858977
1653,160851.11738769824
1656,146816.3013401205
1662,200736.16313475958
1668,110724.08146577797
1670,108813.90202628564
1672,117507.4623532905
1673,137037.95810782336
1674,166575.10873015647
1677,115296.25992663093
1678,132094.93925413382
1679,105990.30912307373
1685,369380.0613751767
1692,424071.92911128607
1693,331362.7550916974
1696,442913.97050590697
1709,329687.4164873574
1711,299204.91483346815
1717,193927.36018948464
1718,196454.65122900452
1721,211163.5375584235
1722,198442.55640831578
1725,318579.08629005554
1726,200613.12768741226
1730,180223.79977383782
1731,176794.20096949028
1733,198072.85012343255
1737,199242.1786817535
1746,261076.0231172701
1747,192875.84302833065
1748,191880.67428684907
1749,225429.38642092276
1760,185258.74677465676
1761,510444.50875115383
1762,326024.17311578867
1768,553666.6957883593
1769,251081.51958063472
1770,284274.00646213617
1776,196220.45144677913
1781,408853.48640035855
1785,343880.29621978244
1792,218698.7569705352
1798,251306.33565217012
1812,196021.45717201097
1814,243813.24784139282
1817,132859.8718932245
1818,152987.13269974006
1822,131741.45102950343
1823,124235.86119533826
1829,262293.17816054
1838,199792.49874393368
1845,181040.76630562113
1851,187915.6200226307
1855,314389.38724369777
1856,198238.97109066477
1858,197124.26787240407
1865,228533.59676952695
1866,162506.04460289818
1867,185575.5361588373
1868,219292.67517653952
1876,137200.31831870286
1878,137915.7525151626
1879,125033.91592235272
1882,-66885.04971466187
1883,123415.70852703426
1887,82287.50966696841
1895,137607.3719558309
1898,151184.02681601158
1904,20544.077668000653
1908,143090.03285911967
1917,135146.13470677592
1918,135833.51677422132
1920,129819.69481741304
1922,127225.08663864703
1923,167836.99892494426
1931,171847.60578286165
1935,134517.53595786402
1936,130257.2254937552
1939,120435.49257459471
1943,125357.48399790385
1944,111978.86135786842
1946,231862.27926123078
1952,111366.64634066702
1954,102297.26722200176
1958,123475.87877362201
1964,140344.94479169464
1966,139203.81150327373
1969,103704.52374618188
1977,108787.63207406802
1980,78630.20464899068
1984,136005.37804672297
1985,81382.77672010257
1988,111940.53512110491
1989,118770.05335981975
1991,125670.0446295994
1992,119437.66518509353
1997,127533.07022725226
1999,171166.30440679894
2003,110971.52433115474
2005,116745.7744371593
2010,134026.33811999045
2012,127760.93147215448
2016,141361.94776612608
2017,117108.5069520702
2022,184386.01544812
2023,161175.34620385134
2035,138082.6747535671
2036,227594.85028854606
2040,115716.83419833898
2042,140349.56292017418
2043,85331.70886784646
2055,126336.92767712614
2056,103453.64905416922
2059,97502.45960748519
2064,130252.5086825371
2066,165164.5726149373
2070,153283.79905102646
2071,109958.8123374379
2078,216828.31181409812
2080,165511.1349115375
2085,130568.8061022293
2089,135866.5570130829
2090,193801.16002912892
2092,239435.84747442068
2094,276809.946108902
2095,224217.32317578708
2098,363649.12037218525
2099,248014.5932233863
2103,246150.93150563427
2120,148016.5430443282
2122,179259.53763389803
2123,171166.84145274526
2134,194960.08609059968
2135,121120.7310506214
2136,128785.077803438
2143,173590.1783503087
2145,287394.8802614073
2146,243991.3500657103
2148,199792.94519190336
2155,277858.2869379227
2156,261526.66842145653
2157,148698.42620275106
2159,216102.01028889927
2161,183092.86246908613
2164,201849.23828257335
2165,181816.42588984882
2169,127885.09311085194
2171,120161.67831574145
2180,171295.74757117953
2184,148646.76010981176
2185,76742.4094198853
2188,77322.62639053354
2191,115392.49328783329
2192,95503.54431420652
2196,138782.45053769558
2198,77034.43830402392
2204,157142.67343422875
2210,172158.32853953418
2213,152621.11204932223
2215,264354.3907630289
2219,226765.77720602485
2221,248585.1913162146
2224,215669.71991629445
2228,164888.4118443267
2232,137089.8853047153
2239,106617.58067051636
2246,275116.3847842704
2247,275738.1076219676
2249,164639.25222497497
2251,199160.94893068523
2254,146543.57976361923
2256,219316.42997826176
2259,238963.62590225073
2263,257145.82473906488
2266,206680.32657553436
2271,211951.27011726366
2274,221537.49757294383
2275,301364.95822681603
2280,177846.03416116213
2281,166981.47565901335
2291,67860.34730527255
2292,153928.3482064561
2295,200780.42544905827
2297,106476.82200308466
2299,153641.77958747002
2302,135876.78628772276
2303,124645.65626313118
2304,117802.5617661436
2308,200065.8506718534
2312,231416.75160546805
2314,180318.35939637912
2315,191402.379116579
2316,211111.257460275
2320,249595.3150817405
2321,301106.4172989189
2322,285779.5465901706
2325,173383.9176681997
2336,389984.8856595729
2340,308970.5092496411
2341,294855.05342430895
2342,421271.17150361685
2345,239394.2893103435
2346,182803.85243507088
2347,159700.01091367888
2354,257478.6032815107
2357,197562.99662376527
2359,156963.51973106398
2360,135277.96867190243
2361,89941.70204183305
2362,90600.77516633214
2366,115807.18213576722
2367,99986.75980790268
2370,120307.08090323533
2373,95750.63698302138
2376,115659.9523288029
2378,133041.39113502443
2382,251840.06822074787
2387,307772.9025692586
2392,379146.8748454676
2395,349881.69320943626
2396,360039.849574041
2397,286826.61058091803
2399,385520.93569300894
2401,421260.4006783171
2402,290109.81350129965
2407,182883.6744443475
2411,187839.67359345916
2414,212566.0947974833
2418,272971.34160164755
2419,186812.67943857098
2424,186300.39602682393
2427,175164.37873012573
2430,224550.94041573475
2439,210005.04319393693
2441,239578.06648515983
2442,239024.63625495252
2446,469878.0093110843
2447,387575.36941298307
2452,294619.92168434244
2457,365726.71630997304
2458,290448.2709480334
2462,386752.9355374717
2465,186750.3982550098
2467,188729.77191081873
2473,152784.39158678704
2478,188030.01441740638
2479,175516.25826655733
2482,156737.5389400759
2485,121892.06894258368
2488,137849.46544247007
2494,131638.05559228582
2500,256719.96255413123
2509,146812.28582988525
2512,178606.4065643967
2514,143188.88807211615
2515,201386.25318989521
2516,212708.956553253
2518,173105.02526741795
2519,210692.2035588818
2520,181181.47467987615
2527,181942.8713878911
2532,128751.42711880789
2538,124039.2763031738
2539,153706.8755829527
2543,111295.58728052196
2551,150787.8326317367
2554,126173.40255566199
2555,111066.49476724179
2557,78472.11856258378
2561,132116.4997019897
2563,158614.31914557135
2564,132456.1378934408
2570,101481.54495803527
2571,282627.619304714
2576,154086.265587781
2582,147189.39829305274
2584,156543.1825130861
2587,100753.11267594589
2589,123898.92634384512
2591,219457.24376195844
2597,117554.491871265
2602,161340.02396693322
2605,120702.7606662132
2610,188448.88912502615
2611,147483.95108111209
2614,124499.25957442424
2616,202794.34844754142
2617,183546.5638345539
2620,139712.49436247698
2623,89507.09562847632
2631,153226.85673123013
2638,150932.34030799678
2639,131975.10872609675
2645,118757.71071482108
2647,82963.60051276376
2648,144518.4723147642
2650,121602.00803459558
2652,120960.7934818452
2656,128144.31471564842
2658,158730.99838506224
2661,176247.81267146688
2665,169397.67034654846
2673,172226.1139904976
2678,91554.35199442838
2679,92665.12216365674
2680,77203.37061010965
2685,97379.59452887093
2695,128858.91422679868
2698,110409.8066038762
2700,171057.90545645833
2706,136791.53962333367
2708,148805.4449640936
2709,149825.58448978662
2711,118141.91036089326
2718,152451.85800112569
2719,159214.04194030009
2721,151323.0317279459
2725,168052.42229964954
2726,242838.32515893836
2732,216114.70493500968
2733,135870.25489321986
2739,181895.13248892882
2747,181761.25317019902
2751,235816.6038281098
2754,203648.3146473487
2755,233940.53978401804
2756,207144.0599499053
2758,252598.9356841916
2763,205984.0437514173
2764,237479.7296879536
2765,190683.50628371217
2766,176716.79433300527
2768,166934.4921774347
2781,227391.2051501633
2784,174693.80633163318
2785,133225.08191032754
2786,123737.25525800006
2796,239765.42800639008
2797,275453.6780762176
2801,256913.34721284956
2805,268630.3406114044
2806,212152.27500820596
2812,200182.6771896859
2817,90791.57486228539
2822,150596.08176412055
2825,269670.8416538673
2828,130481.43692904542
2831,141624.10883969266
2843,119798.73617581869
2845,75374.36954999383
2847,153507.04654184342
2855,167478.42118007125
2856,141988.98660804605
2859,135965.86180074906
2865,200334.45131988847
2867,172275.39040163407
2869,201554.37845052173
2870,229650.9841289347
2874,142114.84620037355
2876,67380.28368278086
2889,145597.35637512442
2892,296300.34938260855
2895,252904.70505599136
2898,240861.8179191569
2901,316118.65382272046
2902,335804.74669182557
2908,145862.52018318855
2909,108082.5046546699
2916,161902.96222441568
2917,115134.73614187964
2919,69596.51267428542
2921,73304.80992540564
2922,183537.42105855394
2925,194670.63652738938
2928,106326.97412737523
